text,label,label_name
bhenchod meri best friend pe kabza karliya hai i’m going to slap a bitch,0,Abusive/Offensive
wo konsa nasha hota manga k tu sona tha,1,Normal
han apny tw dia tha yad ha mjhy,1,Normal
 tang kr raha tha pagluuuu ap tu gusa he ho gain 😐,1,Normal
 yeh bass bura waqat hai jab acha waqat ayega tumhy wo yad bhi nh hoga,1,Normal
  arha hai na😂,1,Normal
zinda ha bc abhi tk tu b,4,Profane/Untargeted
takleef tu tumse zyada kişi ko bhi nhi. .randdi,3,Sexism
 to in mein se konsa kam aurat ne kiya h??,1,Normal
bahanchod suwar re pust teri muh me suwar ka land chus maderchod,0,Abusive/Offensive
itna kam aasan kia thoda or kr zor se bol zoya  randi h😛😜,3,Sexism
achi baat hai ye to jaan hai to jahan hai.,1,Normal
  allah pak behan ko istiqamat ata karain per bhai ap thori tc kam karain,1,Normal
"ahmaddiya jama'at crictket tournament qadian,",1,Normal
"this problematic dude in my class is now going after student solidarity march calling it a propaganda against the state. bc har cheez yahoodi saazish nai hoti maybe just for once consider the fact that we have much bigger issues than 'propaganda', that we are our biggest problem",1,Normal
 i wish bas karanchi se jeet jaye❣,1,Normal
chup ker bharwe kutte ki nasal,0,Abusive/Offensive
ab to umeed b nahi rahi baqi,1,Normal
mr president agar gaand me dum h to russia se lago tumhari maa chod denge putin 😂😂,0,Abusive/Offensive
wow halala's product on fire as usual porkistaniðÿ˜‚ðÿ˜‚ðÿ˜‚,2,Religious Hate
"i just read the part ""unfollowed all the girls"" and i check if i'm unfollowed or not 😂😂😂 then i came back and thinking. ""mein hijra thori hu"" then i read his whole tweet.. shittt h yrr😂😂😂",3,Sexism
tu bc h 😌🤣,0,Abusive/Offensive
bhn chod kha to tum rahy ho mulk ko greeb mr jaye tumhaain kiya,0,Abusive/Offensive
ankhon mn pyaar itna ha k ankhein andhi ho gai😂,1,Normal
 main chanay bech rha hun 800 rupay pao,1,Normal
aik rt guzaro hamare sth phr support kr len ge sid ko randi ki bachi,3,Sexism
 bhai main b ghareeb tu b ghareeb.   acha bura naseeb ka sab se bara ghareeb ka.,1,Normal
  multan ki batting wicket par 135 par out hogai thi karachi. is wicket par 100 bhi na hota,1,Normal
hahahahah..bhadwa tommy shareef ban raha hai hahahah....gand me jab aag lagti hai aesa hi hota hai..aaja teri amma ki choot maroo chodne ke baad use jute maroo mu me apna lawda deke moot maroo choda hoga. aja chuswa apni ammase mera lawda chuswa meri balls apni amma se . bhadwe.,0,Abusive/Offensive
iska randi rona suru h... had jaahil h ye aurat  are  chup krwao n apni rakhail ko dekho to aansu hi nhi tham rhi h iski  apki kya lgti h? aap bhi kosis kijia,3,Sexism
    ab smjh b jao na🙈,1,Normal
 ankhon kay neechay halkay bata rahay hain teri guzri raat ka afsana😂😂😂😂,1,Normal
wahi jo asim k kuch dino baad hoga jb wo isse v chod degi kisi aur k leye🤪,1,Normal
sawal ghandum jawab channa! counter argument karain or fact layan table pa chawlain na marain!bc pata ni kahan sa a jata hain moun chuk ka.,0,Abusive/Offensive
abe chutiye tu or teri ye gashti 2no mere lode pe....jhulo maze se gandu ...aa gya sala twitter pe aasiqui krne.....chutiya,0,Abusive/Offensive
"kal dekhte hain bhai ki kiski kitni aukaad hai. aaj jitna bhaunkna hai bhaunk le, kal pant mai susu karega 😘",0,Abusive/Offensive
 udass na ho  aur jab bhi mood karab ho bat karliaa karo mjhsy aur yadd rakho yeh waqat bhi guzar jayega,1,Normal
 r mazy k bat mra jism wo auratn krti hn jin pr thokta bh koi nae.,3,Sexism
   say allah maalek hai. and it is our usual conversational refrain.,1,Normal
2 din randi rona krna hai ab,4,Profane/Untargeted
aur sabse jaada dukh ki baat ye ha ki isne is bar sheila dixit ko haraya tha. ek sharam to delhi waalon ko bhi aani chahiye.,1,Normal
teri bhen uski gf thi jis ne tujy ye news batai begairat insan fake news chalaty sharam nahi ati,0,Abusive/Offensive
  sahi chasma laga hai..!!!  tendua aur suar me farak nai pata..!!!,1,Normal
boys agreeing with me on this is the funniest thing ever. bhenchod tm logon ko kya pata boobs hona kya hota hai? ajeeb jahil. ajaty hen bs relevant honay,3,Sexism
charsi begam,0,Abusive/Offensive
 ar agr ye time tmhra social media pe guzrta ha tu tm a single hu 😂,1,Normal
effective b ho jaye gi😂 wqt lgy ga😂,1,Normal
hey are fighting amongst each other. #bajwa is compromise candidate. thats only reason why he a ahmadiya is a coas.,2,Religious Hate
 play hi nhi ki abhi😂,1,Normal
oe kanjar oraat bar bar bhagnay ki bat na kar mujhy pata hai tu jana chahta hai randi k bachy magar mai aj tera zor dikhta hai kinti gand mmai tao hai tera jispe tu dazzy maf ra hai bhanay tu na bana or shabash mujhsy chudwata reh apni maa,3,Sexism
kisi suwar aur kutya ka najaiz bacha....🤣 🤣 chup ab...,0,Abusive/Offensive
ab ye kya hn🌚🌚 ,1,Normal
 kisi ne medicine mngwai thi wo pharmacy waly de ni rahy thy 😬 bs phir kbi ak pharmacy p to kbi dosri p :p,1,Normal
 mansoor ali khan k khilaf baat kernay per aap ko block kya jata hai aap ko pmln k dost dushman ke pehchan nahin,1,Normal
 dete sab hain krta koi nahi 😂,1,Normal
rt : randi rona karne ki itni adat hogaye hai k ab koi waja nh hai phr b rona a rha hai,4,Profane/Untargeted
"jis tarah se teri jali, uss hisab se ye tera baap hua 🤣🤣",0,Abusive/Offensive
randi olado tumne kab kab talvar chalai hai madorchod teri ma ki choot maru bosdike,0,Abusive/Offensive
 isi liye keh rhi within week jaky ly ana,1,Normal
 idhr ae chori ni hota in sha allah,1,Normal
rana bas ab tere liye ye randi rona hi bacha hei,0,Abusive/Offensive
yup i like some of these songs or kuch aise songs ha in mie se jo miene nhi sunne i'll listen to it thnx,1,Normal
a aftab hijra no1 😂 🤣🤣🤣🤭,3,Sexism
akhrot ... much better than chilghozay.,1,Normal
"rt : when your friend, who is driving says ""bc kuch nhi rakha duniadaari me""",1,Normal
"some lines for u dear  koi wazeefa mujhey b bata merey darwaish mujhey hoi hai fakeeri ata merey darwaish men dil sey keh rahi thie  ""bazz aa muhabat sey"" wo haath jorey hoey ro pada merey darwaish.  unknown",4,Profane/Untargeted
akal se paidal hain?,0,Abusive/Offensive
oomf followed me n we became friends pretty quick bc we live in the same country so it made perfect sense then she found out that she’s moving to my neighborhood n school n now we’re irls n shit n we’ve been besties since 2018 😗✌🏻,1,Normal
 phir theek hai 😝😂,1,Normal
accha toh jb harami ki aulad.. mahira ko likhri thi bade honth ki chipkali wo tere baap ne certificate dia h bolne ka?? dogle sale.,0,Abusive/Offensive
16.7k followers ho chuke hyn apke filhal usi se guzara kren mera chota acount hy isko promote kr dyn allah apko uska ajr e azeem dyn gy😀😂😃,1,Normal
han chutiye phat gayi gaand??不?不?不?不?不?不?不?不?不,0,Abusive/Offensive
rundi ke bachey bhonk zehni ghulam,0,Abusive/Offensive
aik say aik randi ki nasal dekhay magar pmln walay us say bhi agay hain.,0,Abusive/Offensive
rt :  1362 familes app ki trf dekh rehain hain.plz regular krain jnaab. #npiwwelcomesjktareen,1,Normal
im afraid she’s gonna end like qandeel baloch  history repeating itself ...  #hareemshah,1,Normal
there are some yahodi daboo like imran chore zakat khore,2,Religious Hate
mehnat....! what the fuck....nhi ye barii mehnat wala kam kiya unho ny😂apna jism bechna agr mehnat ha to phir har randi mehnti ha,3,Sexism
 me to bs idr ata hu ya khi aur dm ni ata 😂,1,Normal
 l pe charo ghaddaro,0,Abusive/Offensive
is ahmaq shaks say jan churai jaye railway ki,0,Abusive/Offensive
 i love gurh walay rice. kal he amma ko gurh laa k deta hun,1,Normal
 oy ahmdi kuty. tum log smjhty ho k is trah kr k hm awam ko pagl bnao gy?? beta bajwa ne tere jeso ko nanga nachana he sbr kr. kahi ni ja rha hmara army chief. tum logo ne agly 3 sal me ye duniya hi chor jani bajwa k dar se. ye army chief nahi pakistan ka muhafiz he.,2,Religious Hate
wohi patwarion wali bat kar di na aap ne 😀,1,Normal
"realme is wrost company in the world. he is not giving the update in old 😡😠 device. madhavsheth rundi wala , madhar chod ,bhin chod.",0,Abusive/Offensive
main apke bt ka matlb bta rha hn😍,1,Normal
"i watched a few documentaries on third gender before...a group of hijra in india, thai’s trans, brit’s trans and a group of waria/banci in indonesia...how they struggle to survive...😔",1,Normal
kis ka jism?? kis ki marzi??  #auratazadimarch,1,Normal
"murtaza the geo journalist got political assylum on ahmedi basis and was helped to get it by nawaz sharif, so what could you expect from him",1,Normal
   salman to hai hi ghatiya har season mey usne kisi na kisi ko target karna hi hota hai,0,Abusive/Offensive
khudaa ka khof kren.. aap medaan men a jayen tanqeed krney se pehley..,1,Normal
badri mushkil sy likha tha mny cheating sy likha tha😂😜 ,1,Normal
sahi koyi randian ho jo kaho wo maan leti ho...asal mai tmhy koi frq nhi parta jo charhta hai tmhary oper wo yehi kehta hai es lye tmhy kutti kaho randi kaho tmhy koi farq nhi parta🎭🎭,3,Sexism
 bill to definitely increase hota hai zafar sahib last month meri qeemat bijli 500+thi per fuel adjustment 1100 k kareeb tha,1,Normal
  aby saly yai meri bhabhi ha teri nhi,1,Normal
is that a bad thing? what if the person wearing the sari is a hijra?,3,Sexism
rt : hello guys ! hm kuch dost sunday ko aurat march k khilaf aur haya aur hijab k haq mey ek trend karen gay insha allah,1,Normal
sale halala molvi se tum karvao apni oorto ka or apni ma bahan ka bol heme rhe ho molvi kamre m apni bahan ko bej kar sina choda hota hoga tumhara,2,Religious Hate
aby chal jahil hijra kahi ka,3,Sexism
 jis ny bhi kia haal khrab kia,1,Normal
uske baap ko bola woh suna uski toh maa hai par iska baap toh nahi hai ish duniya main toh kitana bura lagna chahiye isko,1,Normal
 lo itni sii baat. ek lemon lo usse half cut karo aur forehead par rub karo.,1,Normal
sali teri phudi me kyu agg lgi ha,3,Sexism
 aik jhaapar praa tha 27 ko to ye ganga shnaan k liay nikal gya tha. is baar kashmir ko alag kr dain gay bharat say...,1,Normal
#iammumtazqadri  shaitan taseer khanzeer lanti,2,Religious Hate
 sab pta h 😂,1,Normal
rt : ek to bc dimagh ki vese hi baji hui hai uper se is bharwe ki video ajati hai bar bar samne🤬,0,Abusive/Offensive
it's not pandey but panday. wah bhenchod.,0,Abusive/Offensive
  jeeju aap cute nahi ho sis keh rehi hai bulky main hon 💁😹,1,Normal
main aisy tweet kab kro ga?🤔🧐,1,Normal
 chalo aap kehti hain to maan lete hain,1,Normal
beta triple talaq jo tere chut pe hamla tha uske baare mai batao#halala ki aulad,2,Religious Hate
sub ne jana hai insha allah tala syed ali haider bai per yeh paid dog boola howa hai k es ko mout aye gi haram kha kha apni okat boola howa hai harami,2,Religious Hate
btmeazi hr insaan kr skta h  mgr kisi kisi ko trbyat rok leti h,1,Normal
 o hello tameez say..ahad k baray main kuch nhi..😒,1,Normal
bhenchod bht kutti haaalat huwe we he bhai,4,Profane/Untargeted
 nhi.. university main mobile ban q hoga..🤨,1,Normal
ager hania ko mil jata to feminist khary hojaty  mehwish ko maaf kardena chahiye tha ager mehwish ko miljata to molana khary hojaty halala nahi kia this is the best ending  kamal to yeh hai ki dil band hogya tha danish ka phir bhi zuban chal rahi thi muqam e hairat #merepasstumho,1,Normal
agar hukoomat kuch nahin kar rahi then aap hi kuch kar lein...aap to journalist hein aap ki bhi bohat power hai as a journalist..,1,Normal
 kon say stakeholders. bakwas bnaya hai anthem,1,Normal
kuch hosh k nakhun lo aur mulk o millat bcho is yahoodi agent sy. yh na ho na k pir time hath sy nikal jai aur tm saya dohndty pirro,2,Religious Hate
phir uska koi kaam bhi nhi karti.. phir woh mujhy laa k deta hai..😂😂,1,Normal
rt : ammi jo hain na mom hamari aik lafz bol kr saray mood ka satyanass kr deti hain 😏,1,Normal
"bc, kaha se aaty hain essy namoony🤦‍♂️",0,Abusive/Offensive
thats what i said. even for u christain will be muslim. bcoz judge and judiciary for u is not quran and islam.  btw ahmedi are away far away from the fundamentals of islam. don't even qualify for islam after 1st fundamental.,1,Normal
   bohat value thi teri prr tu ny b,1,Normal
"gustakha r beghairat hai tariq jameel is beghairat ny sayiduna hazrat yusuf ""alaa nabiyina wa alihis salaatu wassalam ki shaan b gustakhi b ki hai"".",2,Religious Hate
kutya,0,Abusive/Offensive
  apa ka moid swing hota rehta 😔😔😔,1,Normal
sab ka katy ga😂,0,Abusive/Offensive
real ki celeb ne follow kia mujhe 😳😳🙈🙈🙈🙊🙊🙊🙊 ,1,Normal
  oh nae yar phone charge pe tha,1,Normal
dekho umeedwar bohat hain ab se main tumhe tang ni kronga. khudahafiz ,1,Normal
tere jaise bachche twitter per hi bhaunk sakte hain .,0,Abusive/Offensive
bc kali kutiya..,3,Sexism
what the hell 😡😠😠 tu bi us ghashti bhenr chod begairat aurat ki baton me a gaya,3,Sexism
tum ek randi ho or randi raho gy. like sunny leone,3,Sexism
 kaisi ho kyā hai haal mat pūchho   mujh se mushkil savāl mat pūchho,1,Normal
unke liye reservation ka kidda nhi tha na  randi k pille waise v tere jaise halala k paidaish ko fake duniya bnnane shok jo chada h. jitni fake duniya bnnani h bna lo nature to apne hisab se chlega  reservation se nhi,2,Religious Hate
 aray mujhy koi kuch nhi bolta ap tension na lo meri..🤣🤣,1,Normal
 main personally bhot serious  banda hoon 😂😂😂🙌,1,Normal
aap ko bol rha,1,Normal
 maths jaisa e subject hota h problms solve krni hotin banking busines ki.,1,Normal
rt :  sher abhi shant betha tha to ye log samjhe gya inko ni pta wo inka baap h #captaincoolshuklaji,0,Abusive/Offensive
pilai hai kis nazar sy tu ny k mjhy apni khabar nahi hai,1,Normal
aur chutiya ne urdu me naam likha h hahahha tu to secularism ki maa chod di 😂😂😂,0,Abusive/Offensive
"mera to dil der gya, establishment itni ahmaq hai, ke dobara ss ko pm bananye lagi hai",0,Abusive/Offensive
oye shirin kaise o g aap?,1,Normal
paagal rundi aurat,3,Sexism
code bhee saaf karna hai abheeee bc,4,Profane/Untargeted
bhai chod de kyu apna time waste kar raha hai...,1,Normal
ye sanha ab bht over kr rhi ha bhen tu jitna mrji krle mahira itna ni krri jitna tu krri ha bus kr chod de bhen usko #championsidshukla  ,1,Normal
bhen chod tu asay hi bhonkti rahy gi.... tujhy pata kuch hai nhi bas randi k bachi yahan pti ki spport mein bhonkne aa jati hai....,3,Sexism
"didi ek bar padh b leti. caa bs unhe cover krta jo 31st dec 2014 tk a chuke and as a refugee reh rhe. unhe citizenship de rha, sbko nhi. aur fir bolenge desh main jobs nhi, bc padhna likhna toh seekh lo tb naukri ke liye rr krna.",0,Abusive/Offensive
areee 🤦 khilana nh  khailna ha 🙄🤣🤣,1,Normal
 meri class hy na 😂,1,Normal
ab ap barii sisters  ki shadi krwain 😂😂😂 ta k ap ki sweets b pohnch jain or udhar gifts b. apki khush kismiti ha na chota hona😝😝😝,1,Normal
 kia ni pchta,1,Normal
chlo bhenchodo,0,Abusive/Offensive
"aag😉  sahee footage keliye itni drama karti hein baap re baap  aaj bhi dekhe tho bhau air sid baat kar rahe the beech mein ghus gayi,aur tel daali #arisingh   #captaincoolshuklaji",1,Normal
   like seriously 😂😂 😂 ap b sid ke fan ho gy omg sid hai hi aisa sb fan ho jaty haters tk praise kiye bna ni rehty 🥰,1,Normal
yar kahan sy aty hain esy loug??!? 😑bc mzak hai kiya?,0,Abusive/Offensive
mahira toh .real...ki...bandr...lgti...h...#shehnaazians,0,Abusive/Offensive
 tu kr skta h??,1,Normal
" mgar shram tum ko aati ni, itna bughz muhammad o aal e muhammad say? kis moun k sath qbar mai jao ge.",2,Religious Hate
" leken jo bhi hy, unko jo required hy woh to 10 times mehngi ho chuki hy, i mean pti ki har foolishness ko to defend krna nh bnta, all grocery items, electricity n gas bills av perturbed the middle n upper middle class aswell what to talk bot ppl living below that, its high time",1,Normal
charsi khan kidhar hai??,0,Abusive/Offensive
"dr sahab: kafi bechain hain aap shadi ki liye?  mahjabeen: han aur nhi to kiya itne sarey kapry, jewellery, joty, duppate milengey, parlor se tyar hongi aur to tasveeren bhi khenchein ge, dostein bhi aaengi! 😂😂 #pyarkesadqay",1,Normal
 tu kis kis ko galat kahe gi ghatia aurat tera maqsad hi bs behayi phelana hai or isi waja se tujhe sirf zillat hi mile gi,0,Abusive/Offensive
😲😲😂 ye mene kia dekh lia 😂😜 kon hy ye aadmiii😂🤣,1,Normal
"why we should consider gau muter slogan as insult. a beggar or hijra if not get bheek does same. a gunda or mawalli does same. does that effect any one. hell noo  so let paki bark. we know better, what we are.",0,Abusive/Offensive
"i'm not sure how the state of pakistan would perceive/recognise hijra who have sex with each other.  either way your question is like 'does the state of pakistan tolerate gay [insert religion], yes or no?'  sexuality and beliefs are different things (yes, gi is a belief)",1,Normal
lol. phattu insaan,0,Abusive/Offensive
logon ki lifeline hoti hai aur yahan tw meri life hi line per nhi hai 🥺,1,Normal
khud ko barbaad ker liye ni mile active followers 🥺🥺 ,1,Normal
"tm wohi student ho randi rona wali or akhir main kona pa bhat ka rona hain  99.99 aya hain, ya bc teacher 0.1 kyn kata hai sara gpa ki bund mar di hai.",4,Profane/Untargeted
"abayyy saali magar ""pyaar"" tou urdu ka word hai na",0,Abusive/Offensive
   konsa dr pass le k gaye thi? 😂,1,Normal
yeh harrami pti main hain saray chore zakat khore yahodi agents,2,Religious Hate
"ndtv, aur aaj tak news channel shahin bagh ke full support main.  sham",1,Normal
areeee bc tomorrow is cloudy and shizz ://,0,Abusive/Offensive
  good night g. bye bye,1,Normal
  haha aqal sy bahir h baat 🤦‍♀️,1,Normal
upar ahmaddiya muslim niche simple hindu. chakkar kya hai guru ?🤔,2,Religious Hate
clean and green pakistan sirf pani ki he waja sy ho sakta hy ,1,Normal
",salla, madar chod, randi ki aulad, bastard u & your corrupt congress party, & nakli gandhi’s destroyed this country & now blames modiji bastard tu salla kutta mar bhen chod.",0,Abusive/Offensive
hahahahaha hahahahaha kanjeri ro ro,3,Sexism
 itna achy likhty likhty last word ny kam kharab kar dya 🤦🤦  is leye kahty hai bandy ko at least matric pass hona chaheye 🙆🙆🌚🌚😂😂,0,Abusive/Offensive
marwa marwa k suja dia apna phuddhi ab allah se maafi mang rai ho. dubai se nikal k . pakistan beja a tumain. ab qandeel baloch jaisa haal hoga tera beta,3,Sexism
rt : chup kar bharwe ek dam chup madarchod,0,Abusive/Offensive
ek randi larki ko itni pazeerai di hai. smjh se bahir hai,3,Sexism
"or kya syria,iraq,libya,yemen,south sudan,afghanistan me hindu hi toh ladh rha hai🤨🤨. 9/11 hindu ne hi kiya tha, balochis, kurds,shia,ahmedi ko hindu hi toh maar rhe hai.",1,Normal
       pak army ne tumhare aur afghanistan k bejy howe terrorist k liye fata me operation kia jis ki tum logon ko takleef hai  ab zada behs mat kro mujh se jao,1,Normal
ab ye cambridge walay humare sath april fools wala hand na kerdein 😵,1,Normal
aor tery bayghart chor abbay kashmir frosh gandu lanti sazishi bayghart kanjar imran yahodi nay usi ko choar dia lant teri jaman wali tay imrani tati,2,Religious Hate
mera nhi to aap sy kis ny kaha,1,Normal
zrort nai bro mujy pta hai kiya karty hain or kiya nai behas khtm kar yar ab,1,Normal
"m*\/%chod, shaayad mujhe tumse achcha hindi aata hain. bose dk... teri gaand ko aisaa laat maarenge jab melenge ki gaand kidhar hain our lu4n kidhar doondte jaavoge. chup ho jaa naalaayak!!",0,Abusive/Offensive
sali randi chal fut,3,Sexism
faasla rakhain warna aap k abba tou cast se bahar shadi bhi nai krtey,1,Normal
tumara kuta wazir jahil e azam ek yahodi e agent hy aur pori ki pori team wo hi team hy jo pechli hukomaton k sat thi aur ab bi apni nalike k liye tum log sharmedha ni ho allah ka azab ho tum par ameen,2,Religious Hate
kisko vote karu bhenchod they're taking us for granted...,4,Profane/Untargeted
 men ne waja to ye e likhi ti na😁,1,Normal
papa: putr oth ja  me: abhi nahi bahir thand.bohat hai,1,Normal
sari tmari thi jo idr mentions me warh gaye ,1,Normal
teri pen da kus khottay k bachay haramkhor badzat fastai zani yahodi lobby k agent dallay naehal nalaik cocane addicted chutiyee nikhato nikamay najaiz nalaik baysharam baigairat jahill  niazi kottay keray parien tere ganday jism main tjhe kafan naseeb na ho,2,Religious Hate
knock knock to your common sense...why would ahmedi maulvi perform jenaza of a person who did not pray behind an ahmedi imam??? such a person would not even like ahmedi imam perform his janaza...,1,Normal
 haha lgta to ye e h,1,Normal
"hahaa bharwe mene ek tweet ki hai mge oska answer de, abe recent tweet chk kr",0,Abusive/Offensive
abay chutia teri maa ka khasaam yaar hai wikki,0,Abusive/Offensive
 yar pata nh kahn paye jaty hn asy shohar,1,Normal
mufti vicki jaisay ulama is mulk ki bunyaden khokhli karna chahtay hain or khud yahoodi perokaar hain. allah in se hamen mahfooz rakhey,2,Religious Hate
abhy kisi randi ki olad apni maa behn ky asaso ki fikkar kar kahi koi chura naa ly jye d chowk ki peedawar kutti nasal ky youthye,0,Abusive/Offensive
jani na shor na sharaba or randi ka shoq bhe pura hojaye ga,4,Profane/Untargeted
 kash k tery bap ko teri maa ne kaha hota k mera jism meri mrzi to aj tujh jesa dalla peda na hota.,0,Abusive/Offensive
o ahmaq. molvi manzor ki ye sakht nahi ghatya aur fohash zubaan hy. ap abhi sakht naram k chakkar mn phansay hoe ho.,0,Abusive/Offensive
you may have got a govt. job relaxing 3 hour lunch brake you know sbi and you know icici.  when a person becomes billionaire he runs family of lakhs of people. these are job generators not job seekers be thank ful. without reliance imagine mumbai metro?,1,Normal
me ny to suna tha wo apko dhoond rhy hain 🙄🙄,1,Normal
 sir pm sb ko bhi guftaho ja saleeka sikha dain .onka level to toba toba,1,Normal
tum meri dekh lo to dar jao 🤣,1,Normal
rt : breakup k baad apni dost ka rona dhona jhelne wali larkiyon ko bhi  aik award milna chahyie..!,1,Normal
#hareemshahscandal  sir please do something. halat tu kharab the hi ikhlaq ka bhi bera gharaq ho gaya. kis kisam ke gande log hum per musallat ker diye hain establishment ne. establishment is real political group.,1,Normal
 tickets tcs centers sae aur dates ka pata nahee,1,Normal
  tum ny kitabon se btaya tha hum ny b kitabon se hi btaya hai,1,Normal
rt :  abe jaa na bhadwe 2 mla leke randi rona kr raha,0,Abusive/Offensive
tukde tukde gang ke baare mein bhi bhaunk le kuch kutte...apne baap kanhaiya chutiye ke baare mein bol...keju kutte ke baare mein bol...namo forever 👍👍,0,Abusive/Offensive
"bhenchod yaar dus din baad ghar aao and the whole place looks fkn disgusting. i’m so tired, man.",4,Profane/Untargeted
mam ya bta do k 30 years se fazal ur rehman hr govt ma shamil ha aur 30 years se ppp aur pmln ki govt ha pakistan ma ab soch lain k kon yahodi agent tha,1,Normal
yahoodi khan kuch mehangai ka b soch ly. har waqt teri bakwas hi chalti rehti hai,2,Religious Hate
abe akhrot si shakal ke #arhaankhan tu bolega #asimriaz ko shakal dek khud ko deka h itne bure to log adhar card m b ni dikhte 😂😂 #wesupportsidharthshukla,0,Abusive/Offensive
itni beghairat army india ki 72saal se kha rahi mulk ka budget aaj tk apnay se 10 guna chota pakistan qaboo na aaska lakh lanat na mardo,3,Sexism
dil ny yeh kaha hai dil se? next line??,1,Normal
  hawwwwwwwn yar sach main iritate kar rekha hai is nee muje 😂,1,Normal
imrani tati tum har gay ho jo jhot tum nay 3000 arab say shuru kia wo 300 arab say 7 arab par pohnch kar tera aor tery najaiz abbey donkey king kashmir frosh gandu lanti sazishi bayghart kanjar imran yahodi ka munh kala karwa gaya ha bayghart kanjar youthiye,2,Religious Hate
a very good reply from khan to a hijra  old lady 👵 tu hay kaon ????  aik tv 📺 inker nothin else. tuharey honey na honey se kuch farq nahi parta.   clearly bilawal ki side le rahi hay. sab chor hain,3,Sexism
"abey ooooo aj k insaaf k baad tou tujhe bhonkny ka koi haaq nahi bhen chod... offline hoja warna bhoat galliyan parenge,",0,Abusive/Offensive
angrez chale gye gulam aur gulami chod gye,1,Normal
bhenchod diwali chali gayi thand aa gayi par ye bhen ke lode machar abhi tak nahi mare,4,Profane/Untargeted
ek toh bc  o meri sex life ki bhut chinta hai curious cat mei sirf yeh questions pooch rha r u virgin u miss ur ex have u kissed teri crush kon ffs,4,Profane/Untargeted
hamare dil me koi plastic to lagi ni he jo bus log hi hurt hosakte he hum nahin😶....laanti kahin ke ...ghunnay mirasi kanjar,0,Abusive/Offensive
"israelis should really take notes. independence day is not only bbqs and free shows , is also what should make us all : jews, druze , arabs , circassians, alawites , bedouines , ahmadiya , samaritans , assyrians , arameans and many more one nation.",1,Normal
 dill hi jeet  liya baji  nadia  aap ne,1,Normal
han main akela ghr reh loon ga tm zoo rehna ok donw😂😂😂,0,Abusive/Offensive
 meri jan sb clear hota hy.. safarsh chlti hy..,1,Normal
ab ye ham bol de to sala bolegi sexual harassment abusive ho rahe ha.... but kya kare liberal sali randi ha randi ko randi bolna bhi gunah ha,2,Religious Hate
tu bhenchod sale tere khandan bhenchod,0,Abusive/Offensive
rt : birthday wali feel hi nai arahi bhenchod,4,Profane/Untargeted
"aik to college walo ka koi deen emaan hi nahi hy , hrr hafte monthly test ka dhong rachaty hy bharwe",2,Religious Hate
awin rusiyan na kar mere jaan sajna ek din shad jana aa jahan sajna,1,Normal
aby mn randi ko e randi bolta jb meri bhn e ni to teri bhn ko e bolunga na or wo to h b randi ki bchi randi e😂😂.l.,0,Abusive/Offensive
lanat hai tum logon per bc saalo ulti ho rahi hai 🤮,0,Abusive/Offensive
oooo bhai maroo mujhy maroo... nhi koi mazak chal rha hy yahan py bc  🔫🔫🔫🔫🔫 #psl2020,4,Profane/Untargeted
tumary bhen ko chodo randi k bacy tou istifa ly ga bhenchod,0,Abusive/Offensive
allah aapki mushkilain aasan kry. aap pr rehmtain aur barktain nazil fermay. 💐🙏💕🌹,1,Normal
t20 fitratan entertainment game hy aur jo game t20 nae wo fitratan entertainment nae. ,1,Normal
tu aap sy hi start laiy laity hain bismillah karain,1,Normal
go niazi go yahodi,2,Religious Hate
randi stop smiling and focus on the lecture,1,Normal
jis ne teray kapre utaare the na kabhi apne baap ko hijra na boli,0,Abusive/Offensive
wo apnay janazay khud parhtay he sahib...💔 jinhe moot se pehle muhabat maar deti he...💯,1,Normal
ali wazir bhenchod,0,Abusive/Offensive
sahii bat h yarrr akhrot kajo bhut behterr.,1,Normal
jb firshty tuii py garm chimtay lgyn to sakoon mil jaye ga,2,Religious Hate
wo ahmaq kitna arsa charha raha tum pe ?  sharam karo jis k nechy itna arsa leti rahi os k bary mein asi batain ?,3,Sexism
ik ko girany k liye ye sb 100 bar gir chuky hain r 1000 bar mazid b giren gy.,1,Normal
bhenchod hidden hi rehna chahye tha. tb dil khol k jo dil mai ata tha atleast likh to sakti thi. ab likhun apna dil halka krny k lye to socha jaega i am seeking attention by writing stuff 😂,4,Profane/Untargeted
"saaf dikhhai raha hai, iss aurat peh english jin ka saya hai 😀",1,Normal
ab ti sun lia ab kya faida😏 program cancel😏,1,Normal
"koi vi samajhdaar admi mujhe samjhaye, aisa kb tk chalega",1,Normal
wapis lo is bc se trophy aur finale dobara karwao,0,Abusive/Offensive
bhosari ke tere paas paisa hai toh tu bhi kar,0,Abusive/Offensive
  amen hm ko bi bolana mola,1,Normal
  ye to phr bhjwany waly ki mrzi 😂,1,Normal
bauhat sardi hai bc,4,Profane/Untargeted
 lonndhii ap sy pucha kisi ny ??,0,Abusive/Offensive
  hmain tou nzr nai ain kbhi teri stories😜😂😂,1,Normal
tu dalla tha dalla h rahega bharwe,0,Abusive/Offensive
 bak bak bak on twitter govt mai ho kr kuch nahi kr skty to doob k mr jao,0,Abusive/Offensive
ab ye dubara poora christian bhi ni ban skta kyuki kuch aur aadha ho chuka hai 😹,2,Religious Hate
"hope they could have stand against triple talaq, halala, nikah mutah, polygamy, child marriage than they could have done justice to the gender",1,Normal
